"","x"
"1415815_at",3.60135041666667
"1415816_at",10.9842083333333
"1415817_s_at",9.44344375
"1415818_at",9.01788833333333
"1415819_a_at",8.50570291666667
"1415820_x_at",8.59442833333333
"1415821_at",12.59615
"1415822_at",6.9404225
"1415823_at",5.45925833333333
"1415824_at",5.39458583333333
"1415825_s_at",7.68031458333333
"1415826_at",7.40719125
"1415827_a_at",11.2115083333333
"1415828_a_at",10.17451
"1415829_at",10.9761291666667
"1415830_at",7.26927625
"1415831_at",8.848165
"1415832_at",3.01223791666667
"1415833_x_at",14.7328875
"1415834_at",9.52492583333333
"1415835_at",4.53212208333333
"1415836_at",6.30561
"1415837_at",5.2425
"1415838_at",10.2796325
"1415839_a_at",9.01110833333333
"1415840_at",9.37171791666667
"1415841_at",8.999305
"1415842_at",6.79227041666667
"1415843_at",5.1947375
"1415844_at",3.57515583333333
"1415845_at",5.30216166666667
"1415846_a_at",3.25903791666667
"1415847_at",6.08567
"1415848_at",5.89053041666667
"1415849_s_at",9.57916416666667
"1415850_at",10.5418466666667
"1415851_a_at",8.63962208333333
"1415852_at",9.40010458333333
"1415853_at",7.45603791666667
"1415854_at",3.62769875
"1415855_at",3.05896666666667
"1415856_at",9.5506125
"1415857_at",11.4661416666667
"1415858_at",10.0362816666667
"1415859_at",8.24239625
"1415860_at",8.21880416666667
"1415861_at",3.97241583333333
"1415862_at",4.31711458333333
"1415863_at",10.8778833333333
"1415864_at",13.9708541666667
"1415865_s_at",14.0877666666667
"1415866_at",6.67843333333333
"1415867_at",9.37451
"1415868_at",4.47409458333333
"1415869_a_at",8.90715416666667
"1415870_at",7.91160041666667
"1415871_at",9.27469333333333
"1415872_at",8.51526583333333
"1415873_a_at",8.4760175
"1415874_at",6.76295208333333
"1415875_at",4.61912333333333
"1415876_a_at",13.2059166666667
"1415877_at",4.73505708333333
"1415878_at",7.62972125
"1415879_a_at",14.3636791666667
"1415880_a_at",11.425
"1415881_at",13.3476375
"1415882_at",13.5788083333333
"1415883_a_at",4.22960375
"1415884_at",7.42063416666667
"1415885_at",4.72155458333333
"1415886_at",7.97811208333333
"1415887_at",8.83838083333333
"1415888_at",9.87037833333333
"1415889_a_at",9.39765041666667
"1415890_at",7.59199416666667
"1415891_at",9.34702625
"1415892_at",7.5367575
"1415893_at",4.44630416666667
"1415894_at",5.59809416666667
"1415895_at",10.9474916666667
"1415896_x_at",10.26286625
"1415897_a_at",10.5979283333333
"1415898_at",4.94415916666667
"1415899_at",8.25214666666667
"1415900_a_at",4.21416041666667
"1415901_at",8.4036375
"1415902_at",4.75824375
"1415903_at",7.01567125
"1415904_at",7.48359041666667
"1415905_at",4.67189666666667
"1415906_at",14.6625083333333
"1415907_at",10.5075529166667
"1415908_at",10.3747245833333
"1415909_at",7.62663875
"1415910_s_at",8.12076916666667
"1415911_at",6.79987666666667
"1415912_a_at",11.397725
"1415913_at",6.08335375
"1415914_at",9.07481708333333
"1415915_at",7.46416458333333
"1415916_a_at",8.00729208333333
"1415917_at",6.47246708333333
"1415918_a_at",9.15215458333333
"1415919_at",4.8179375
"1415920_at",7.963825
"1415921_a_at",5.35000541666667
"1415922_s_at",8.89667333333333
"1415923_at",3.26904458333333
"1415924_at",3.96837958333333
"1415925_a_at",7.71527583333333
"1415926_at",7.85300333333333
"1415927_at",5.64909166666667
"1415928_a_at",11.6703916666667
"1415929_at",10.7974416666667
"1415930_a_at",13.7592958333333
"1415931_at",4.31936791666667
"1415932_x_at",6.36593583333333
"1415933_a_at",12.1945166666667
"1415934_at",7.8145275
"1415935_at",3.70764541666667
"1415936_at",7.82109333333333
"1415937_s_at",6.28585208333333
"1415938_at",4.40002083333333
"1415939_at",5.7889925
"1415940_at",7.31672583333333
"1415941_s_at",5.68927291666667
"1415942_at",13.7747958333333
"1415943_at",6.42566833333333
"1415944_at",6.16360375
"1415945_at",6.099075
"1415946_at",9.00959291666667
"1415947_at",13.1431833333333
"1415948_at",12.8251458333333
"1415949_at",3.965385
"1415950_a_at",9.11751708333333
"1415951_at",6.1889275
"1415952_at",8.75263541666667
"1415953_s_at",7.54528291666667
"1415954_at",2.89922541666667
"1415955_x_at",6.746665
"1415956_a_at",6.13304375
"1415957_a_at",7.11299208333333
"1415958_at",7.10662916666667
"1415959_at",5.91578125
"1415960_at",5.40309333333333
"1415961_at",8.849305
"1415962_at",11.0961791666667
"1415963_at",7.59816666666667
"1415964_at",9.61094333333333
"1415965_at",5.46474458333333
"1415966_a_at",7.53930666666667
"1415967_at",8.09653791666667
"1415968_a_at",6.65189625
"1415969_s_at",5.4837075
"1415970_at",12.6419333333333
"1415971_at",9.52013083333333
"1415972_at",8.393585
"1415973_at",8.54591416666667
"1415974_at",10.8806791666667
"1415975_at",10.5800504166667
"1415976_a_at",12.189475
"1415977_at",7.71658
"1415978_at",3.55726666666667
"1415979_x_at",13.1074583333333
"1415980_at",9.5499175
"1415981_at",9.38810666666667
"1415982_at",8.74521791666667
"1415983_at",11.5331333333333
"1415984_at",8.18810291666667
"1415985_at",8.72728208333333
"1415986_at",7.67068958333333
"1415987_at",8.69339208333333
"1415988_at",5.23182583333333
"1415989_at",5.62908875
"1415990_at",10.06187875
"1415991_a_at",9.82817375
"1415992_at",7.19074083333333
"1415993_at",6.34768708333333
"1415994_at",7.14790833333333
"1415995_at",7.9296
"1415996_at",9.94283041666667
"1415997_at",7.7444625
"1415998_at",7.98123791666667
"1415999_at",6.37908583333333
"1416000_a_at",10.8001416666667
"1416001_a_at",10.2164533333333
"1416002_x_at",9.23725791666667
"1416003_at",3.19393791666667
"1416004_at",12.450225
"1416005_at",7.39232416666667
"1416006_at",6.60661375
"1416007_at",9.35632166666667
"1416008_at",9.40699666666667
"1416009_at",7.43990375
"1416010_a_at",7.68293125
"1416011_x_at",9.0765675
"1416012_at",7.49958166666667
"1416013_at",8.3718075
"1416014_at",6.86642166666667
"1416015_s_at",6.81915916666667
"1416016_at",8.35388458333333
"1416017_at",6.77486916666667
"1416018_at",9.90936708333333
"1416019_at",6.97203375
"1416020_a_at",7.99220708333333
"1416021_a_at",7.38276916666667
"1416022_at",6.59253583333333
"1416023_at",4.68794583333333
"1416024_x_at",9.20582416666667
"1416025_at",7.52321333333333
"1416026_a_at",12.8005208333333
"1416027_at",9.31881541666667
"1416028_a_at",9.86354708333333
"1416029_at",7.35121875
"1416030_a_at",7.1777525
"1416031_s_at",7.59189541666667
"1416032_at",7.45112416666667
"1416033_at",5.01095083333333
"1416034_at",14.0062791666667
"1416035_at",6.51412875
"1416036_at",11.1034
"1416037_a_at",9.60301875
"1416038_at",7.79802041666667
"1416039_x_at",3.59591541666667
"1416040_at",3.525215
"1416041_at",9.37128791666667
"1416042_s_at",6.645915
"1416043_at",3.67141208333333
"1416044_at",8.91410958333333
"1416045_a_at",7.35188583333333
"1416046_a_at",5.85809
"1416047_at",4.35482375
"1416048_at",8.45605291666667
"1416049_at",4.77178833333333
"1416050_a_at",7.632835
"1416051_at",6.35420458333333
"1416052_at",9.10021708333333
"1416053_at",3.28885208333333
"1416054_at",13.0720541666667
"1416055_at",3.16414083333333
"1416056_a_at",11.2783625
"1416057_at",11.4644875
"1416058_s_at",10.2794208333333
"1416059_at",8.53165125
"1416060_at",8.44759791666667
"1416061_at",8.10586125
"1416062_at",6.77551916666667
"1416063_x_at",2.84152041666667
"1416064_a_at",10.30394125
"1416065_a_at",8.0987875
"1416066_at",13.4849875
"1416067_at",9.04589375
"1416068_at",7.7967025
"1416069_at",7.84447375
"1416070_a_at",6.41414333333333
"1416071_at",7.43104666666667
"1416072_at",4.65183833333333
"1416073_a_at",7.36773958333333
"1416074_a_at",14.0210291666667
"1416075_at",6.84389458333333
"1416076_at",5.09063833333333
"1416077_at",4.16249833333333
"1416078_s_at",8.46694791666667
"1416079_a_at",9.67526458333333
"1416080_at",6.69149291666667
"1416081_at",6.1652575
"1416082_at",10.4544204166667
"1416083_at",9.53661666666667
"1416084_at",8.18613875
"1416085_s_at",10.5664041666667
"1416086_at",8.41436666666667
"1416087_at",8.31827208333333
"1416088_a_at",12.4475583333333
"1416089_at",13.0984583333333
"1416090_at",8.59088125
"1416091_at",7.0497875
"1416092_a_at",7.13934375
"1416093_a_at",8.85343791666667
"1416094_at",9.03393583333333
"1416095_x_at",8.59341875
"1416096_at",7.10469625
"1416097_at",5.51009125
"1416098_at",5.84965041666667
"1416099_at",12.8601375
"1416100_at",8.68961208333333
"1416101_a_at",12.8840458333333
"1416102_at",10.9877416666667
"1416103_at",9.2506775
"1416104_at",7.45886958333333
"1416105_at",7.62520875
"1416106_at",7.08670333333333
"1416107_at",8.31512583333333
"1416108_a_at",8.0510425
"1416109_at",9.08432291666667
"1416110_at",7.70099041666667
"1416111_at",7.39180875
"1416112_at",12.0648916666667
"1416113_at",9.79174875
"1416114_at",4.55337666666667
"1416115_at",7.4469975
"1416116_at",5.34918125
"1416117_at",5.55369416666667
"1416118_at",9.57122833333333
"1416119_at",11.1808166666667
"1416120_at",6.32464583333333
"1416121_at",4.59232875
"1416122_at",8.76447333333333
"1416123_at",5.73902125
"1416124_at",3.8247775
"1416125_at",8.46305333333333
"1416126_at",7.89145041666667
"1416127_a_at",7.52736958333333
"1416128_at",7.71054291666667
"1416129_at",6.2402825
"1416130_at",8.33674708333333
"1416131_s_at",8.83314958333333
"1416132_at",5.39510541666667
"1416133_at",9.17595208333333
"1416134_at",6.15391
"1416135_at",7.09536416666667
"1416136_at",5.82646625
"1416137_at",6.84569583333333
"1416138_at",9.35642
"1416139_at",6.46680166666667
"1416140_a_at",7.69395375
"1416141_a_at",14.1622375
"1416142_at",6.39969916666667
"1416143_at",9.27118291666667
"1416144_a_at",10.14453375
"1416145_at",9.58002125
"1416146_at",8.55087708333333
"1416147_at",5.1272575
"1416148_at",6.37548916666667
"1416149_at",5.59295291666667
"1416150_a_at",9.82874375
"1416151_at",5.67803125
"1416152_a_at",5.73637041666667
"1416153_at",8.34857166666667
"1416154_at",5.38608625
"1416155_at",7.44602541666667
"1416156_at",9.59106625
"1416157_at",3.57788375
"1416158_at",3.23643416666667
"1416159_at",5.14966666666667
"1416160_at",4.33954875
"1416161_at",8.89353833333333
"1416162_at",6.66521208333333
"1416163_at",7.3762775
"1416164_at",4.93974291666667
"1416165_at",8.33787875
"1416166_a_at",5.101545
"1416167_at",8.79019458333333
"1416168_at",5.93067125
"1416169_at",4.24317333333333
"1416170_at",7.52012416666667
"1416171_at",7.75257041666667
"1416172_at",7.71918666666667
"1416173_at",4.04430208333333
"1416174_at",3.17681333333333
"1416175_a_at",9.48084541666667
"1416176_at",10.583075
"1416177_at",8.56606958333333
"1416178_a_at",5.64927166666667
"1416179_a_at",7.51202458333333
"1416180_a_at",6.60555666666667
"1416181_at",8.84915666666667
"1416182_at",6.4438
"1416183_a_at",8.16709833333333
"1416184_s_at",8.07745541666667
"1416185_a_at",8.94214458333333
"1416186_at",8.10160875
"1416187_s_at",8.55329708333333
"1416188_at",9.00857833333333
"1416189_a_at",9.04222875
"1416190_a_at",5.93155541666667
"1416191_at",5.77754583333333
"1416192_at",6.77666833333333
"1416193_at",6.98836125
"1416194_at",10.3547383333333
"1416195_at",9.07150916666667
"1416196_at",3.39060208333333
"1416197_at",9.22208291666667
"1416198_at",7.48532166666667
"1416199_at",7.14885541666667
"1416200_at",3.81409708333333
"1416201_at",7.07745125
"1416202_at",9.16749833333333
"1416203_at",11.1676625
"1416204_at",6.18540541666667
"1416205_at",6.50097
"1416206_at",8.5139725
"1416207_at",8.75295708333333
"1416208_at",8.27273625
"1416209_at",9.22929541666667
"1416210_at",8.41455791666667
"1416211_a_at",4.06135
"1416212_at",8.61395083333333
"1416213_x_at",7.11903166666667
"1416214_at",8.02811875
"1416215_at",6.98735333333333
"1416216_at",7.06600791666667
"1416217_a_at",14.2019583333333
"1416218_x_at",7.33893791666667
"1416219_at",13.3780208333333
"1416220_at",10.6322166666667
"1416221_at",4.9979175
"1416222_at",7.71696333333333
"1416223_at",7.87975333333333
"1416224_at",6.39408958333333
"1416225_at",6.76360833333333
"1416226_at",11.1313791666667
"1416227_at",6.8657275
"1416228_at",7.80299
"1416229_at",11.7382625
"1416230_at",12.0957708333333
"1416231_at",4.94815208333333
"1416232_at",2.87549875
"1416233_at",10.5262125
"1416234_at",7.83314083333333
"1416235_at",6.36620833333333
"1416236_a_at",3.30103708333333
"1416237_at",4.63542833333333
"1416238_at",4.89084166666667
"1416239_at",7.9509575
"1416240_at",8.61716041666667
"1416241_at",8.091695
"1416242_at",3.22113583333333
"1416243_a_at",13.2116375
"1416244_a_at",11.1503583333333
"1416245_at",9.33873958333333
"1416246_a_at",12.2023791666667
"1416247_at",8.76873625
"1416248_at",9.592875
"1416249_at",8.37691875
"1416250_at",9.02904625
"1416251_at",8.01611958333333
"1416252_at",9.92177125
"1416253_at",10.05281
"1416254_a_at",7.25716125
"1416255_at",4.01241791666667
"1416256_a_at",10.02970625
"1416257_at",8.39701291666667
"1416258_at",6.28932541666667
"1416259_at",5.56708375
"1416260_a_at",8.24752458333333
"1416261_at",7.370885
"1416262_at",6.39834
"1416263_at",5.62849291666667
"1416264_at",7.05148375
"1416265_at",5.334095
"1416266_at",4.97911083333333
"1416267_at",7.616705
"1416268_at",7.88074375
"1416269_at",10.9827291666667
"1416270_at",8.92952083333333
"1416271_at",3.76993125
"1416272_at",8.644885
"1416273_at",8.21297708333333
"1416274_at",5.4854225
"1416275_at",6.21516125
"1416276_a_at",13.1743791666667
"1416277_a_at",14.1656208333333
"1416278_a_at",9.81499
"1416279_at",9.04934208333333
"1416280_at",8.84078666666667
"1416281_at",8.30777583333333
"1416282_at",8.22984583333333
"1416283_at",7.51204708333333
"1416284_at",7.88170208333333
"1416285_at",8.92284125
"1416286_at",3.561305
"1416287_at",4.78724583333333
"1416288_at",9.39984166666667
"1416289_at",5.75841833333333
"1416290_a_at",7.92669791666667
"1416291_at",7.81226875
"1416292_at",8.92424125
"1416293_at",6.23769166666667
"1416294_at",8.51523041666667
"1416295_a_at",10.2908545833333
"1416296_at",10.6735545833333
"1416297_s_at",4.990705
"1416298_at",9.70589916666667
"1416299_at",5.05011416666667
"1416300_a_at",10.1664104166667
"1416301_a_at",6.85974458333333
"1416302_at",6.456255
"1416303_at",12.2525458333333
"1416304_at",10.9836291666667
"1416305_at",5.539065
"1416306_at",3.47240625
"1416307_at",9.00801208333333
"1416308_at",8.4354075
"1416309_at",11.0320579166667
"1416310_at",4.50082958333333
"1416311_s_at",7.58797875
"1416312_at",7.67035875
"1416313_at",6.36239291666667
"1416314_at",5.9181775
"1416315_at",8.93365833333333
"1416316_at",7.460165
"1416317_a_at",5.88939875
"1416318_at",9.59747
"1416319_at",6.68667375
"1416320_at",6.22023416666667
"1416321_s_at",4.36615416666667
"1416322_at",5.6390275
"1416323_at",6.78142208333333
"1416324_s_at",7.43068666666667
"1416325_at",3.46864875
"1416326_at",10.5547379166667
"1416327_at",8.63145166666667
"1416328_a_at",11.103325
"1416329_at",8.32525291666667
"1416330_at",11.2951041666667
"1416331_a_at",7.03052125
"1416332_at",7.56525458333333
"1416333_at",9.38928333333333
"1416334_at",4.960775
"1416335_at",10.1984716666667
"1416336_s_at",7.40761333333333
"1416337_at",8.16354291666667
"1416338_at",7.75004833333333
"1416339_a_at",8.23488
"1416340_a_at",10.7863375
"1416341_at",10.0020633333333
"1416342_at",4.55215958333333
"1416343_a_at",9.13666958333333
"1416344_at",11.3976625
"1416345_at",7.66079208333333
"1416346_at",6.892885
"1416347_at",6.79701208333333
"1416348_at",5.87076625
"1416349_at",8.48201375
"1416350_at",6.83930208333333
"1416351_at",8.89747125
"1416352_s_at",9.10967958333333
"1416353_at",8.38066833333333
"1416354_at",7.24880333333333
"1416355_at",4.55721875
"1416356_at",7.17408875
"1416357_a_at",5.41224375
"1416358_at",6.50247791666667
"1416359_at",8.65133916666667
"1416360_at",6.95527458333333
"1416361_a_at",3.27089125
"1416362_a_at",6.80738083333333
"1416363_at",6.11881458333333
"1416364_at",9.82484541666667
"1416365_at",9.51635916666667
"1416366_at",7.68545291666667
"1416367_at",7.06855208333333
"1416368_at",6.27819791666667
"1416369_at",8.78350458333333
"1416370_at",5.5661075
"1416371_at",6.02474916666667
"1416372_at",7.87739
"1416373_at",7.92832458333333
"1416374_at",6.32093833333333
"1416375_at",6.42966958333333
"1416376_at",5.74880125
"1416377_at",6.64028208333333
"1416378_at",8.35847541666667
"1416379_at",8.6382625
"1416380_at",6.344835
"1416381_a_at",10.7639220833333
"1416382_at",10.63657
"1416383_a_at",6.87970041666667
"1416384_a_at",9.00767375
"1416385_a_at",10.01032625
"1416386_a_at",7.96880083333333
"1416387_at",8.015925
"1416388_at",6.12783125
"1416389_a_at",7.50934708333333
"1416390_at",5.02509916666667
"1416391_at",5.77185416666667
"1416392_a_at",12.3940125
"1416393_at",9.59202666666667
"1416394_at",11.9839208333333
"1416395_at",7.68445875
"1416396_at",5.49712208333333
"1416397_at",6.11082166666667
"1416398_at",5.47502833333333
"1416399_a_at",7.9685775
"1416400_at",6.6654825
"1416401_at",9.79725333333333
"1416402_at",7.76150125
"1416403_at",6.42246875
"1416404_s_at",13.6003625
"1416405_at",6.51240291666667
"1416406_at",8.45840625
"1416407_at",8.38653875
"1416408_at",7.18146458333333
"1416409_at",7.83079041666667
"1416410_at",6.355295
"1416411_at",4.01957416666667
"1416412_at",7.06567
"1416413_at",3.43603416666667
"1416414_at",6.6357925
"1416415_a_at",11.82015
"1416416_x_at",6.89882208333333
"1416417_a_at",9.73219333333333
"1416418_at",9.43804666666667
"1416419_s_at",10.0649545833333
"1416420_a_at",13.4602416666667
"1416421_a_at",6.10772416666667
"1416422_a_at",6.39169333333333
"1416423_x_at",6.39144333333333
"1416424_at",7.11799708333333
"1416425_at",7.30748375
"1416426_at",9.01904166666667
"1416427_at",13.0530791666667
"1416428_at",7.60571625
"1416429_a_at",12.2631833333333
"1416430_at",13.2563291666667
"1416431_at",6.87455166666667
"1416432_at",7.8311925
"1416433_at",6.40132
"1416434_at",3.7401225
"1416435_at",7.15171458333333
"1416436_a_at",5.81661208333333
"1416437_a_at",5.6050125
"1416438_at",8.53292875
"1416439_at",7.7445525
"1416440_at",11.3757708333333
"1416441_at",6.58879208333333
"1416442_at",8.70141416666667
"1416443_a_at",7.52405083333333
"1416444_at",4.0616175
"1416445_at",6.83376416666667
"1416446_at",8.33202541666667
"1416447_at",7.71549333333333
"1416448_at",6.85214541666667
"1416449_x_at",7.90406958333333
"1416450_at",6.26497333333333
"1416451_s_at",6.1755325
"1416452_at",8.21600083333333
"1416453_x_at",13.4626
"1416454_s_at",7.08785375
"1416455_a_at",4.2439925
"1416456_a_at",5.39901708333333
"1416457_at",6.76218833333333
"1416458_at",6.52873375
"1416459_at",5.11825875
"1416460_at",5.07313208333333
"1416461_at",10.0458516666667
"1416462_at",9.64763458333333
"1416463_at",5.77396375
"1416464_at",13.513275
"1416465_a_at",9.79830166666667
"1416466_at",9.80253791666667
"1416467_at",8.51234541666667
"1416468_at",13.4409833333333
"1416469_at",7.11674916666667
"1416470_a_at",8.44357041666667
"1416471_at",9.49333291666667
"1416472_at",8.77793916666667
"1416473_a_at",5.18917833333333
"1416474_at",2.71083916666667
"1416475_at",8.01200291666667
"1416476_a_at",10.2142016666667
"1416477_at",9.73444125
"1416478_a_at",9.9077175
"1416479_a_at",9.18964333333333
"1416480_a_at",7.39237333333333
"1416481_s_at",5.47151875
"1416482_at",5.59158833333333
"1416483_at",6.75806458333333
"1416484_at",5.18730375
"1416485_at",8.7189125
"1416486_at",8.01261041666667
"1416487_a_at",6.61956041666667
"1416488_at",9.1501275
"1416489_at",8.39879125
"1416490_at",3.2989375
"1416491_at",6.22133666666667
"1416492_at",6.77546
"1416493_at",9.60574125
"1416494_at",8.16216625
"1416495_s_at",8.80859208333333
"1416496_at",9.714095
"1416497_at",7.69959083333333
"1416498_at",5.29046208333333
"1416499_a_at",7.76849458333333
"1416500_at",7.66949541666667
"1416501_at",7.23361958333333
"1416502_a_at",8.37568625
"1416503_at",6.44449333333333
"1416504_at",6.70160041666667
"1416505_at",9.0955
"1416506_at",9.802365
"1416507_at",4.40732333333333
"1416508_at",9.451845
"1416509_at",9.6350025
"1416510_at",7.9907775
"1416511_a_at",6.05762541666667
"1416512_at",7.78196833333333
"1416513_at",5.08520791666667
"1416514_a_at",5.22054458333333
"1416515_at",4.32256625
"1416516_at",6.52084166666667
"1416517_at",6.64351541666667
"1416518_at",5.64639125
"1416519_at",12.88205
"1416520_x_at",11.7524041666667
"1416521_at",8.98083541666667
"1416522_a_at",10.1462758333333
"1416523_at",5.35052291666667
"1416524_at",11.2288833333333
"1416525_at",9.51407375
"1416526_a_at",8.89174666666667
"1416527_at",7.72054166666667
"1416528_at",12.4460875
"1416529_at",6.9840825
"1416530_a_at",8.81034958333333
"1416531_at",8.11664041666667
"1416532_at",7.60649583333333
"1416533_at",8.4029775
"1416534_at",8.1731475
"1416535_at",7.62880583333333
"1416536_at",5.85902041666667
"1416537_at",6.79223875
"1416538_at",5.32693666666667
"1416539_at",6.30784625
"1416540_at",8.30235125
"1416541_at",5.02744708333333
"1416542_at",7.87604333333333
"1416543_at",8.76463375
"1416544_at",6.81187041666667
"1416545_at",8.35156708333333
"1416546_a_at",11.8675083333333
"1416547_at",8.2839075
"1416548_at",6.52745708333333
"1416549_at",6.41560583333333
"1416550_at",6.22467916666667
"1416551_at",7.476105
"1416552_at",5.016265
"1416553_at",7.78620583333333
"1416554_at",11.318575
"1416555_at",7.83067958333333
"1416556_at",8.30424916666667
"1416557_a_at",6.81741916666667
"1416558_at",4.07535166666667
"1416559_at",6.56054958333333
"1416560_at",4.83570875
"1416561_at",9.19654791666667
"1416562_at",7.04208291666667
"1416563_at",7.13200958333333
"1416564_at",3.48553791666667
"1416565_at",11.2818666666667
"1416566_at",8.22323125
"1416567_s_at",10.5042833333333
"1416568_a_at",7.85491583333333
"1416569_at",6.876805
"1416570_s_at",6.83888708333333
"1416571_at",4.97016833333333
"1416572_at",5.87112875
"1416573_at",4.78336291666667
"1416574_at",7.79270625
"1416575_at",6.45659958333333
"1416576_at",8.18828833333333
"1416577_a_at",10.2537491666667
"1416578_at",5.69949958333333
"1416579_a_at",5.1944775
"1416580_a_at",9.40246333333333
"1416581_at",7.64621833333333
"1416582_a_at",6.38960333333333
"1416583_at",6.58562166666667
"1416584_at",6.36035625
"1416585_at",5.87522458333333
"1416586_at",6.92342708333333
"1416587_a_at",6.98435625
"1416588_at",7.65732458333333
"1416589_at",5.80915708333333
"1416590_a_at",3.95300791666667
"1416591_at",4.82964083333333
"1416592_at",10.3866233333333
"1416593_at",10.6242158333333
"1416594_at",6.10013166666667
"1416595_at",6.98944208333333
"1416596_at",6.82020083333333
"1416597_at",5.6504125
"1416598_at",6.72357458333333
"1416599_at",7.1234575
"1416600_a_at",7.07685666666667
"1416601_a_at",3.9031475
"1416602_a_at",5.83846291666667
"1416603_at",11.128675
"1416604_at",9.08395041666667
"1416605_at",7.114335
"1416606_s_at",8.13398625
"1416607_at",6.53272708333333
"1416608_a_at",8.14407125
"1416609_at",8.4566375
"1416610_a_at",8.84723625
"1416611_at",8.65142125
"1416612_at",4.56882083333333
"1416613_at",3.32302166666667
"1416614_at",8.71935916666667
"1416615_at",7.781505
"1416616_s_at",6.69787625
"1416617_at",7.6672025
"1416618_at",7.62459
"1416619_at",9.29475916666667
"1416620_at",7.01657708333333
